,Unnamed: 0,GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
1074,7979,2011-12-22,11100030,Final,1610612737,1610612766,2011,1610612737,92.0,0.407,0.889,0.154,17.0,50.0,1610612766,75.0,0.4,0.667,0.273,15.0,30.0,1
1075,7980,2011-12-22,11100029,Final,1610612756,1610612743,2011,1610612756,85.0,0.3670000000000001,0.625,0.304,15.0,40.0,1610612743,110.0,0.429,0.805,0.278,21.0,54.0,0
1076,7981,2011-12-21,11100021,Final,1610612753,1610612748,2011,1610612753,104.0,0.5,0.556,0.296,27.0,38.0,1610612748,100.0,0.414,0.736,0.231,16.0,35.0,1
1077,7982,2011-12-21,11100024,Final,1610612738,1610612761,2011,1610612738,81.0,0.391,0.735,0.286,16.0,38.0,1610612761,73.0,0.324,0.667,0.059,11.0,48.0,1
1078,7983,2011-12-21,11100025,Final,1610612752,1610612751,2011,1610612752,88.0,0.337,0.606,0.267,15.0,56.0,1610612751,82.0,0.402,0.5,0.154,16.0,54.0,1
1079,7984,2011-12-21,11100022,Final,1610612740,1610612763,2011,1610612740,95.0,0.434,0.706,0.5,21.0,46.0,1610612763,80.0,0.3779999999999999,0.778,0.2,17.0,42.0,1
1080,7985,2011-12-21,11100026,Final,1610612749,1610612750,2011,1610612749,84.0,0.4379999999999999,0.391,0.263,24.0,39.0,1610612750,85.0,0.414,0.8079999999999999,0.4,19.0,46.0,0
1081,7986,2011-12-21,11100027,Final,1610612759,1610612745,2011,1610612759,97.0,0.515,0.741,0.5,25.0,36.0,1610612745,95.0,0.442,0.88,0.278,21.0,35.0,1
1082,7987,2011-12-21,11100023,Final,1610612762,1610612757,2011,1610612762,92.0,0.413,0.7140000000000001,0.313,17.0,52.0,1610612757,89.0,0.354,0.813,0.318,21.0,40.0,1
1083,7988,2011-12-21,11100028,Final,1610612746,1610612747,2011,1610612746,108.0,0.482,0.667,0.4,29.0,27.0,1610612747,103.0,0.5479999999999999,0.7859999999999999,0.5,27.0,44.0,1
1084,7989,2011-12-20,11100015,Final,1610612755,1610612764,2011,1610612755,101.0,0.417,0.773,0.4379999999999999,20.0,55.0,1610612764,94.0,0.35,0.759,0.111,16.0,52.0,1
1085,7990,2011-12-20,11100016,Final,1610612739,1610612765,2011,1610612739,89.0,0.416,0.5479999999999999,0.348,21.0,43.0,1610612765,90.0,0.371,0.909,0.444,13.0,46.0,0
1086,7991,2011-12-20,11100017,Final,1610612741,1610612754,2011,1610612741,93.0,0.506,0.8,0.2,30.0,45.0,1610612754,85.0,0.368,0.7390000000000001,0.286,16.0,44.0,1
1087,7992,2011-12-20,11100019,Final,1610612760,1610612742,2011,1610612760,87.0,0.43,0.636,0.214,18.0,51.0,1610612742,83.0,0.418,0.846,0.286,22.0,39.0,1
1088,7993,2011-12-20,11100018,Final,1610612743,1610612756,2011,1610612743,127.0,0.527,0.632,0.318,33.0,55.0,1610612756,110.0,0.446,0.71,0.25,27.0,44.0,1
1089,7994,2011-12-20,11100020,Final,1610612758,1610612744,2011,1610612758,95.0,0.451,0.618,0.556,21.0,42.0,1610612744,91.0,0.3879999999999999,0.71,0.176,23.0,47.0,1
1090,7995,2011-12-19,11100012,Final,1610612766,1610612737,2011,1610612766,79.0,0.355,0.741,0.3329999999999999,15.0,46.0,1610612737,77.0,0.392,0.778,0.077,17.0,42.0,1
1091,7996,2011-12-19,11100013,Final,1610612757,1610612762,2011,1610612757,110.0,0.5579999999999999,0.9,0.261,25.0,33.0,1610612762,90.0,0.416,0.8059999999999999,0.083,18.0,41.0,1
1092,7997,2011-12-19,11100014,Final,1610612747,1610612746,2011,1610612747,95.0,0.4479999999999999,0.6829999999999999,0.4379999999999999,22.0,41.0,1610612746,114.0,0.488,0.8079999999999999,0.4639999999999999,25.0,34.0,0
1093,7998,2011-12-18,11100009,Final,1610612761,1610612738,2011,1610612761,75.0,0.384,0.923,0.368,19.0,39.0,1610612738,76.0,0.3939999999999999,0.7390000000000001,0.429,18.0,35.0,0
1094,7999,2011-12-18,11100010,Final,1610612748,1610612753,2011,1610612748,118.0,0.5870000000000001,0.885,0.412,24.0,42.0,1610612753,85.0,0.354,0.75,0.355,18.0,31.0,1
1095,8000,2011-12-18,11100011,Final,1610612742,1610612760,2011,1610612742,92.0,0.38,0.75,0.4,21.0,33.0,1610612760,106.0,0.564,0.8290000000000001,0.476,17.0,45.0,0
1096,8001,2011-12-17,11100005,Final,1610612751,1610612752,2011,1610612751,83.0,0.478,0.6,0.143,19.0,46.0,1610612752,92.0,0.405,0.68,0.2689999999999999,21.0,37.0,0
1097,8002,2011-12-17,11100006,Final,1610612745,1610612759,2011,1610612745,101.0,0.476,0.645,0.15,24.0,56.0,1610612759,87.0,0.354,0.619,0.143,15.0,38.0,1
1098,8003,2011-12-17,11100007,Final,1610612750,1610612749,2011,1610612750,117.0,0.474,0.8240000000000001,0.625,22.0,52.0,1610612749,96.0,0.3929999999999999,0.679,0.35,20.0,40.0,1
1099,8004,2011-12-17,11100008,Final,1610612744,1610612758,2011,1610612744,107.0,0.494,0.7390000000000001,0.286,25.0,47.0,1610612758,96.0,0.4479999999999999,0.6970000000000001,0.4639999999999999,21.0,32.0,1
1100,8005,2011-12-16,11100001,Final,1610612754,1610612741,2011,1610612754,86.0,0.337,0.632,0.3329999999999999,11.0,46.0,1610612741,95.0,0.493,0.857,0.429,17.0,48.0,0
1101,8006,2011-12-16,11100003,Final,1610612764,1610612755,2011,1610612764,78.0,0.3289999999999999,0.852,0.2,10.0,35.0,1610612755,103.0,0.506,0.81,0.471,24.0,42.0,0
1102,8007,2011-12-16,11100004,Final,1610612765,1610612739,2011,1610612765,87.0,0.377,0.657,0.316,15.0,45.0,1610612739,91.0,0.352,0.679,0.158,17.0,49.0,0
1103,8008,2011-12-16,11100002,Final,1610612763,1610612740,2011,1610612763,90.0,0.5,0.667,0.286,24.0,37.0,1610612740,97.0,0.451,0.8079999999999999,0.2,17.0,29.0,0
